preco;valor_m2;quartos;suites;vagas;espaco;latitude;longitude
750000.0;9375.0;3;2;2;80.0;-15.839317797727;-48.036046158252
630000.0;7590.0;3;2;2;83.0;-15.838053465316;-48.03806388527
1390000.0;7722.0;4;3;3;180.0;-15.835735462934;-48.02866838915
420000.0;8731.0;2;1;1;48.0;-15.836765009834;-48.019485002393
920000.0;5974.0;4;3;3;154.0;-15.838701645321;-48.036807093913
859000.0;8259.0;3;2;2;104.0;-15.844959835383;-48.027943339188
1990000.0;8844.0;3;3;3;225.0;-15.839115002118;-48.02592502815
630000.0;8181.0;3;2;2;77.0;-15.838345569024;-48.029974218802
370000.0;7551.0;2;0;0;49.0;-15.854516826001;-48.031983464489
1600000.0;8888.0;3;3;3;180.0;-15.84067;-48.02206
450000.0;6208.0;2;0;0;72.0;-15.84067;-48.02206
830000.0;7033.0;3;2;2;118.0;-15.83693499483;-48.015079976998
545000.0;7266.0;2;1;1;75.0;-15.83915;-48.03892
378000.0;7875.0;1;1;1;48.0;-15.834902512606;-48.019895881256
585000.0;7905.0;2;2;2;74.0;-15.830976955297;-48.011021404263
945000.0;6517.0;4;2;2;145.0;-15.837135007995;-48.029319992303
560000.0;6222.0;2;2;2;90.0;-15.836768410907;-48.017797942094
1190000.0;7727.0;4;3;3;154.0;-15.836665013729;-48.014330006211
1420000.0;9659.0;3;3;3;147.0;-15.841588540578;-48.034840608837
860000.0;7226.0;3;2;2;119.0;-15.83693499483;-48.015079976998
1200000.0;7407.0;4;2;2;162.0;-15.841842667042;-48.021175574139
279000.0;4650.0;3;2;2;60.0;-15.84067;-48.02206
467356.0;6975.0;2;1;1;67.0;-15.831239551113;-48.017873882211
720000.0;6206.0;4;2;2;116.0;-15.83869498495;-48.038969993609
241500.0;8050.0;1;1;1;30.0;-15.838701645321;-48.036807093913
420000.0;9767.0;1;0;0;43.0;-15.831060379564;-48.012730940109
725000.0;7178.0;3;2;2;101.0;-15.84060973365;-48.027706587243
620000.0;10333.0;2;1;1;60.0;-15.836122270133;-48.040183520072
265364.0;8292.0;1;1;1;32.0;-15.845095068508;-48.030893091352
820000.0;8631.0;4;0;0;95.0;-15.841842667042;-48.021175574139
315000.0;9264.0;1;0;0;34.0;-15.84067;-48.02206
1650000.0;10122.0;4;3;3;163.0;-15.832470870366;-48.010341468159
480000.0;8000.0;2;1;1;60.0;-15.84067;-48.02206
600000.0;6250.0;3;2;2;96.0;-15.836665013729;-48.014330006211
510000.0;9807.0;2;1;1;52.0;-15.84067;-48.02206
295000.0;8939.0;1;1;1;33.0;-15.84067;-48.02206
580000.0;9666.0;2;1;1;60.0;-15.838701645321;-48.036807093913
650000.0;11016.0;2;1;1;59.0;-15.84067;-48.02206
480000.0;8727.0;2;1;1;55.0;-15.830976955297;-48.011021404263
325000.0;8552.0;1;0;0;38.0;-15.838349985815;-48.023145002324
670000.0;8170.0;3;2;2;82.0;-15.837735005579;-48.021715007732
300000.0;9375.0;1;0;0;32.0;-15.836768410907;-48.017797942094
440000.0;8461.0;2;1;1;52.0;-15.829993262634;-48.039328560105
320000.0;8888.0;1;1;1;36.0;-15.838349985815;-48.023145002324
890000.0;11558.0;3;2;2;77.0;-15.836918381182;-48.039159954942
314000.0;7658.0;2;1;1;41.0;-15.83869498495;-48.038969993609
700000.0;7446.0;3;2;2;94.0;-15.84067;-48.02206
691522.0;10805.0;2;0;0;64.0;-15.837371178171;-48.038556163428
610000.0;8840.0;3;2;2;69.0;-15.834840000996;-48.01474998147
870000.0;7909.0;3;2;2;110.0;-15.84067;-48.02206
520000.0;8666.0;2;1;1;60.0;-15.84067;-48.02206
1150000.0;7931.0;4;3;3;145.0;-15.839758276622;-48.03437398531
410000.0;9111.0;1;0;0;45.0;-15.84067;-48.02206
570000.0;7208.0;3;2;2;79.0;-15.84067;-48.02206
1890000.0;10500.0;4;3;3;180.0;-15.84067;-48.02206
480000.0;8275.0;2;1;1;58.0;-15.837020008283;-48.016994990416
485000.0;6928.0;3;2;2;70.0;-15.838328619067;-48.037296854433
740000.0;8043.0;3;2;2;92.0;-15.84067;-48.02206
950000.0;9134.0;3;2;2;104.0;-15.84067;-48.02206
1449000.0;8140.0;3;3;3;178.0;-15.836765009834;-48.019485002393
1084999.0;7045.0;4;3;3;154.0;-15.84067;-48.02206
325000.0;9558.0;1;0;0;34.0;-15.839090003091;-48.025080006581
430000.0;10750.0;1;1;1;40.0;-15.84067;-48.02206
330000.0;8918.0;1;1;1;37.0;-15.833969561015;-48.036708072058
530000.0;7571.0;3;2;2;70.0;-15.838701645321;-48.036807093913
220000.0;9166.0;1;0;0;24.0;-15.836918381182;-48.039159954942
899999.0;8910.0;1;2;2;101.0;-15.84067;-48.02206
370000.0;7400.0;2;0;0;50.0;-15.84067;-48.02206
650000.0;10156.0;3;3;3;64.0;-15.83461;-48.01619
430000.0;7413.0;2;1;1;58.0;-15.84067;-48.02206
500900.0;8489.0;2;1;1;59.0;-15.838685071444;-48.028773031088
670000.0;9571.0;2;1;1;70.0;-15.84067;-48.02206
1070000.0;7642.0;4;2;2;140.0;-15.834902512606;-48.019895881256
310000.0;9393.0;1;1;1;33.0;-15.84067;-48.02206
1600000.0;8556.0;4;4;4;187.0;-15.84067;-48.02206
289000.0;7605.0;1;0;0;38.0;-15.844604958131;-48.032664723176
700000.0;5732.0;3;2;2;122.0;-15.836185736652;-48.035544008185
815000.0;8763.0;3;3;3;93.0;-15.84067;-48.02206
580000.0;7837.0;3;2;2;74.0;-15.839115002118;-48.02592502815
359000.0;9447.0;1;1;1;38.0;-15.838701645321;-48.036807093913
630000.0;5625.0;3;2;2;112.0;-15.837135007995;-48.029319992303
428000.0;6793.0;2;1;1;63.0;-15.83939895395;-48.014465370993
699000.0;8034.0;3;2;2;87.0;-15.838229020206;-48.020574407655
330000.0;7333.0;2;0;0;45.0;-15.830976955297;-48.011021404263
1680000.0;8988.0;4;4;4;186.0;-15.84067;-48.02206
1190000.0;9370.0;3;3;3;127.0;-15.836495007778;-48.011199994018
785491.0;8117.0;3;2;2;96.0;-15.831075851288;-48.015214627468
355000.0;10757.0;1;1;1;33.0;-15.836631976279;-48.042906345641
335000.0;6320.0;2;0;0;53.0;-15.827749571353;-48.029059288268
265364.0;8292.0;1;1;1;32.0;-15.845095068508;-48.030893091352
480000.0;7384.0;3;2;2;65.0;-15.84067;-48.02206
345000.0;9583.0;1;0;0;36.0;-15.841920228821;-48.029991698267
750000.0;9036.0;3;2;2;83.0;-15.834902512606;-48.019895881256
490000.0;7656.0;2;1;1;64.0;-15.839090003091;-48.025080006581
739000.0;6657.0;4;2;2;111.0;-15.84067;-48.02206
1285213.0;10040.0;4;2;2;128.0;-15.838701645321;-48.036807093913
293000.0;9156.0;1;1;1;32.0;-15.83673500262;-48.032885025271
790000.0;9518.0;2;0;0;83.0;-15.844432049564;-48.026566190314
465000.0;7380.0;2;1;1;63.0;-15.838792234434;-48.019428275203
599000.0;8808.0;2;1;1;68.0;-15.843075011318;-48.028464996269
340000.0;9714.0;1;0;0;35.0;-15.84067;-48.02206
380000.0;9268.0;1;0;0;41.0;-15.841920228821;-48.029991698267
310000.0;8811.0;1;0;0;35.0;-15.841920228821;-48.029991698267
263163.0;8223.0;1;1;1;32.0;-15.845095068508;-48.030893091352
565000.0;8071.0;2;1;1;70.0;-15.834165006333;-48.038544989209
209000.0;5971.0;1;0;0;35.0;-15.830976955297;-48.011021404263
690000.0;7931.0;3;2;2;87.0;-15.838229020206;-48.020574407655
619000.0;8479.0;3;2;2;73.0;-15.832854587364;-48.016059124564
930000.0;9489.0;3;2;2;98.0;-15.84067;-48.02206
855000.0;8221.0;4;2;2;104.0;-15.841842667042;-48.021175574139
325000.0;9848.0;1;0;0;33.0;-15.841920228821;-48.029991698267
450000.0;9000.0;1;0;0;50.0;-15.845095068508;-48.030893091352
820000.0;6356.0;3;2;2;129.0;-15.832470870366;-48.010341468159
370000.0;8409.0;2;0;0;44.0;-15.830976955297;-48.011021404263
220000.0;4583.0;2;0;0;48.0;-15.853245158638;-48.037448533886
1250000.0;7267.0;4;2;2;172.0;-15.83915;-48.03892
400000.0;9523.0;1;1;1;42.0;-15.836122270133;-48.040183520072
530000.0;8412.0;2;1;1;63.0;-15.841345122238;-48.019032846386
950000.0;7480.0;1;2;2;127.0;-15.832470870366;-48.010341468159
559000.0;7657.0;2;0;0;73.0;-15.839793783435;-48.035433039244
310000.0;8611.0;1;1;1;36.0;-15.841842667042;-48.021175574139
890000.0;8165.0;3;2;2;109.0;-15.839758276622;-48.03437398531
750000.0;6818.0;3;2;2;110.0;-15.829993262634;-48.039328560105
1290000.0;8269.0;4;2;2;156.0;-15.839090003091;-48.025080006581
460000.0;7187.0;2;1;1;64.0;-15.84067;-48.02206
270000.0;4500.0;2;1;1;60.0;-15.854516826001;-48.031983464489
500000.0;7812.0;2;1;1;64.0;-15.84067;-48.02206
2290000.0;8120.0;4;4;4;282.0;-15.84067;-48.02206
795000.0;7227.0;3;2;2;110.0;-15.83780499447;-48.012715023017
450000.0;6250.0;2;1;1;72.0;-15.834665007812;-48.012055031961
1300000.0;970149.0;4;4;4;1.0;-15.84067;-48.02206
260000.0;8666.0;1;1;1;30.0;-15.838701645321;-48.036807093913
850000.0;8173.0;3;2;2;104.0;-15.84067;-48.02206
560000.0;7988.0;3;2;2;70.0;-15.854895694028;-48.037294222577
830000.0;7217.0;4;2;2;115.0;-15.833969561015;-48.036708072058
919000.0;8420.0;3;2;2;109.0;-15.829135005283;-48.030129977516
490000.0;8448.0;2;1;1;58.0;-15.832000002652;-48.036129995266
610000.0;8970.0;2;1;1;68.0;-15.831239551113;-48.017873882211
601778.0;9706.0;2;1;1;62.0;-15.838701645321;-48.036807093913
1990000.0;7056.0;4;3;3;282.0;-15.840054990649;-48.022309997129
550000.0;4910.0;3;2;2;112.0;-15.837135007995;-48.029319992303
1120000.0;9824.0;4;2;2;114.0;-15.84067;-48.02206
639000.0;7261.0;3;2;2;88.0;-15.836631976279;-48.042906345641
770000.0;6055.0;3;2;2;127.0;-15.84067;-48.02206
430000.0;8600.0;1;0;0;50.0;-15.839499726024;-48.040365306995
680000.0;8395.0;3;2;2;81.0;-15.83263347211;-48.014091547176
830000.0;6693.0;3;2;2;124.0;-15.833969561015;-48.036708072058
840000.0;6363.0;3;2;2;132.0;-15.834902512606;-48.019895881256
539000.0;8983.0;2;1;1;60.0;-15.838701645321;-48.036807093913
665000.0;9779.0;2;1;1;68.0;-15.84067;-48.02206
1260000.0;8689.0;2;2;2;145.0;-15.84067;-48.02206
425000.0;10365.0;1;0;0;41.0;-15.834700002258;-48.013594997122
170000.0;5483.0;1;1;1;31.0;-15.869146300872;-48.027001381243
999000.0;6128.0;2;1;1;163.0;-15.839317797727;-48.036046158252
1600000.0;10958.0;4;3;3;146.0;-15.84060973365;-48.027706587243
1380000.0;9452.0;4;4;4;146.0;-15.84067;-48.02206
650000.0;5803.0;3;2;2;112.0;-15.837135007995;-48.029319992303
945000.0;8590.0;3;2;2;110.0;-15.84067;-48.02206
477.0;10.0;1;1;1;44.0;-15.83605;-48.01953
485000.0;9478.0;2;0;0;51.0;-15.835195016505;-48.015859996907
1700000.0;10493.0;3;3;3;162.0;-15.832470870366;-48.010341468159
1315000.0;9006.0;4;3;3;146.0;-15.84060973365;-48.027706587243
250000.0;7352.0;1;0;0;34.0;-15.84067;-48.02206
395000.0;6475.0;2;1;1;61.0;-15.85273;-48.01177
1250000.0;6377.0;4;3;3;196.0;-15.835687747487;-48.031560570408
350000.0;9210.0;1;1;1;38.0;-15.836200006696;-48.033500005507
905000.0;8227.0;3;2;2;110.0;-15.839115002118;-48.02592502815
2590000.0;9151.0;4;4;4;283.0;-15.84067;-48.02206
625000.0;9328.0;2;1;1;67.0;-15.834165006333;-48.038544989209
700000.0;10769.0;2;1;1;65.0;-15.840054990649;-48.022309997129
445000.0;9786.0;1;1;1;45.0;-15.83514;-48.01797
699000.0;8034.0;3;1;1;87.0;-15.838229020206;-48.020574407655
850000.0;7142.0;3;2;2;119.0;-15.839115002118;-48.02592502815
1650000.0;9016.0;3;3;3;183.0;-15.836765009834;-48.019485002393
745000.0;8869.0;3;2;2;84.0;-15.84067;-48.02206
210000.0;6000.0;1;0;0;35.0;-15.83869498495;-48.038969993609
390000.0;15600.0;1;0;0;25.0;-15.836631976279;-48.042906345641
610000.0;6777.0;3;1;1;90.0;-15.829993262634;-48.039328560105
365000.0;9605.0;2;0;0;38.0;-15.843219480939;-48.022248736307
600000.0;9090.0;2;1;1;66.0;-15.84060973365;-48.027706587243
695000.0;7473.0;4;3;3;93.0;-15.84067;-48.02206
395000.0;7745.0;2;0;0;51.0;-15.836631976279;-48.042906345641
650000.0;9420.0;2;1;1;69.0;-15.839140708117;-48.026817125194
980000.0;9245.0;3;2;2;106.0;-15.839758276622;-48.03437398531
615000.0;10037.0;2;1;1;61.0;-15.84067;-48.02206
220000.0;6875.0;1;1;1;32.0;-15.84067;-48.02206
440000.0;7857.0;2;1;1;56.0;-15.854895694028;-48.037294222577
385000.0;9166.0;1;0;0;42.0;-15.836122270133;-48.040183520072
635000.0;8030.0;3;2;2;79.0;-15.84067;-48.02206
530000.0;7066.0;3;2;2;75.0;-15.838349985815;-48.023145002324
320000.0;4000.0;2;1;1;80.0;-15.860044062803;-48.034099006872
1760000.0;10846.0;4;4;4;162.0;-15.84067;-48.02206
499000.0;9072.0;2;1;1;55.0;-15.836122270133;-48.040183520072
1500000.0;8620.0;3;3;3;174.0;-15.836765009834;-48.019485002393
950000.0;6551.0;4;2;2;145.0;-15.837135007995;-48.029319992303
840000.0;8484.0;3;2;2;99.0;-15.841842667042;-48.021175574139
380000.0;6129.0;2;1;1;62.0;-15.84067;-48.02206
250000.0;8741.0;1;0;0;28.0;-15.839758276622;-48.03437398531
1300.0;9.0;3;3;3;139.0;-15.84067;-48.02206
545000.0;9613.0;2;2;2;56.0;-15.84067;-48.02206
795000.0;7794.0;3;2;2;102.0;-15.838328619067;-48.037296854433
240000.0;8391.0;1;0;0;28.0;-15.839758276622;-48.03437398531
359000.0;8348.0;1;0;0;43.0;-15.84067;-48.02206
420000.0;6885.0;2;1;1;61.0;-15.830019987575;-48.015514997773
875000.0;9510.0;3;2;2;92.0;-15.841181517634;-48.03821302233
1349000.0;6645.0;3;2;2;203.0;-15.833969561015;-48.036708072058
400000.0;9302.0;1;1;1;43.0;-15.84067;-48.02206
1450000.0;9177.0;4;2;2;158.0;-15.84067;-48.02206
298000.0;9030.0;1;1;1;33.0;-15.838685071444;-48.028773031088
2890000.0;9116.0;4;4;4;317.0;-15.83939895395;-48.014465370993
1950000.0;10655.0;4;3;3;183.0;-15.838838020657;-48.024303707966
550000.0;9482.0;2;1;1;58.0;-15.834715005865;-48.010069987741
630000.0;7411.0;2;2;2;85.0;-15.84067;-48.02206
1670000.0;10569.0;4;3;3;158.0;-15.84067;-48.02206
662000.0;8073.0;2;2;2;82.0;-15.829258965485;-48.011103999526
380000.0;6333.0;2;1;1;60.0;-15.84067;-48.02206
630000.0;7875.0;3;2;2;80.0;-15.836765009834;-48.019485002393
350000.0;9722.0;1;0;0;36.0;-15.841920228821;-48.029991698267
490000.0;9319.0;2;0;0;52.0;-15.836918381182;-48.039159954942
620000.0;7654.0;2;2;2;81.0;-15.843219480939;-48.022248736307
1990000.0;9212.0;4;4;4;216.0;-15.84067;-48.02206
1390000.0;10859.0;4;2;2;128.0;-15.84067;-48.02206
830000.0;8058.0;3;2;2;103.0;-15.844959835383;-48.027943339188
489000.0;9055.0;2;1;1;54.0;-15.832899988551;-48.018114980319
270000.0;8181.0;1;1;1;33.0;-15.836631976279;-48.042906345641
690000.0;7113.0;3;2;2;97.0;-15.8634;-48.00623
720000.0;7826.0;3;2;2;92.0;-15.830381600035;-48.032633560512
345000.0;10454.0;1;0;0;33.0;-15.841920228821;-48.029991698267
530000.0;6309.0;3;2;2;84.0;-15.839793783435;-48.035433039244
730000.0;9864.0;2;1;1;74.0;-15.84067;-48.02206
345000.0;10454.0;1;1;1;33.0;-15.84067;-48.02206
320000.0;8791.0;1;1;1;36.0;-15.84067;-48.02206
210000.0;5675.0;1;0;0;37.0;-15.869146300872;-48.027001381243
1100000.0;9821.0;3;2;2;112.0;-15.836200006696;-48.033500005507
210000.0;7777.0;1;1;1;27.0;-15.870262327677;-48.029785185951
520000.0;9029.0;2;1;1;57.0;-15.834165006333;-48.038544989209
595000.0;10258.0;2;1;1;58.0;-15.829993262634;-48.039328560105
235000.0;4433.0;1;0;0;53.0;-15.869146300872;-48.027001381243
1070000.0;9816.0;3;0;0;109.0;-15.837020008283;-48.016994990416
465000.0;8157.0;2;1;1;57.0;-15.838345569024;-48.029974218802
619900.0;6738.0;3;1;1;92.0;-15.832899988551;-48.018114980319
1399000.0;7948.0;3;3;3;176.0;-15.83915;-48.03892
980000.0;10652.0;3;2;2;92.0;-15.837371178171;-48.038556163428
580000.0;8656.0;2;1;1;67.0;-15.841920228821;-48.029991698267
1100000.0;9322.0;3;2;2;118.0;-15.84067;-48.02206
880000.0;8224.0;3;2;2;107.0;-15.841345122238;-48.019032846386
600000.0;8695.0;2;1;1;69.0;-15.839140708117;-48.026817125194
450000.0;7758.0;2;2;2;58.0;-15.856242347312;-48.036267852923
489000.0;6985.0;2;1;1;70.0;-15.84067;-48.02206
895000.0;8523.0;3;2;2;105.0;-15.837664995733;-48.031239992953
349000.0;9184.0;1;1;1;38.0;-15.84129498845;-48.026815018629
750000.0;7812.0;3;2;2;96.0;-15.839758276622;-48.03437398531
380000.0;9500.0;1;0;0;40.0;-15.834700002258;-48.013594997122
895000.0;7521.0;3;2;2;119.0;-15.837084988988;-48.02021498234
620000.0;7654.0;2;1;1;81.0;-15.84067;-48.02206
315000.0;8076.0;1;0;0;39.0;-15.832450448402;-48.009124755818
1300000.0;9629.0;3;2;2;135.0;-15.836534989456;-48.01198500116
775000.0;8072.0;3;2;2;96.0;-15.837664995733;-48.031239992953
580000.0;9062.0;2;1;1;64.0;-15.84067;-48.02206
196000.0;4171.0;2;0;0;46.0;-15.874180002545;-48.027109977802
170000.0;7391.0;1;0;0;23.0;-15.84096000569;-48.024699971091
300000.0;5000.0;1;1;1;60.0;-15.839853435547;-48.018081673041
378000.0;10216.0;1;0;0;37.0;-15.838701645321;-48.036807093913
950000.0;8177.0;4;2;2;116.0;-15.84067;-48.02206
800000.0;6060.0;4;3;3;132.0;-15.84067;-48.02206
450000.0;7758.0;2;1;1;58.0;-15.84067;-48.02206
690000.0;7840.0;3;2;2;88.0;-15.838229020206;-48.020574407655
495000.0;7857.0;1;1;1;63.0;-15.84067;-48.02206
1260000.0;9921.0;3;3;3;127.0;-15.84060973365;-48.027706587243
290000.0;9062.0;1;1;1;32.0;-15.84067;-48.02206
0.0;0.0;1;1;1;57.0;-15.84067;-48.02206
790000.0;6810.0;2;2;2;116.0;-15.834902512606;-48.019895881256
335000.0;8815.0;1;0;0;38.0;-15.841920228821;-48.029991698267
870000.0;7837.0;3;0;0;111.0;-15.838380765547;-48.011476184693
370000.0;6727.0;1;1;1;55.0;-15.838701645321;-48.036807093913
650000.0;9558.0;2;1;1;68.0;-15.84067;-48.02206
2100000.0;7924.0;4;3;3;265.0;-15.841842667042;-48.021175574139
630000.0;6408.0;3;2;2;98.0;-15.832899988551;-48.018114980319
360000.0;10285.0;1;0;0;35.0;-15.838838020657;-48.024303707966
600000.0;9090.0;2;1;1;66.0;-15.84060973365;-48.027706587243
535000.0;8629.0;2;1;1;62.0;-15.838701645321;-48.036807093913
750000.0;7075.0;4;2;2;106.0;-15.839758276622;-48.03437398531
315000.0;9000.0;1;0;0;35.0;-15.844604958131;-48.032664723176
620000.0;6739.0;3;1;1;92.0;-15.843415626518;-48.024210171831
500000.0;8771.0;2;1;1;57.0;-15.838345569024;-48.029974218802
799000.0;8684.0;3;2;2;92.0;-15.84067;-48.02206
1189950.0;6296.0;4;3;3;189.0;-15.840054990649;-48.022309997129
1.0;0.0;3;3;3;90.0;-15.840054990649;-48.022309997129
990000.0;9000.0;3;2;2;110.0;-15.831075851288;-48.015214627468
780000.0;8863.0;3;2;2;88.0;-15.84067;-48.02206
1550000.0;8333.0;4;2;2;186.0;-15.84067;-48.02206
2250000.0;8490.0;4;4;4;265.0;-15.841842667042;-48.021175574139
945000.0;6517.0;4;2;2;145.0;-15.837135007995;-48.029319992303
470000.0;10930.0;1;1;1;43.0;-15.834665007812;-48.012055031961
1500000.0;8333.0;4;4;4;180.0;-15.84060973365;-48.027706587243
896690.0;8966.0;3;2;2;100.0;-15.836918381182;-48.039159954942
465000.0;11071.0;1;0;0;42.0;-15.84067;-48.02206
660000.0;8048.0;3;0;0;82.0;-15.83263347211;-48.014091547176
430000.0;7288.0;2;1;1;59.0;-15.830381600035;-48.032633560512
415000.0;8645.0;1;0;0;48.0;-15.83263347211;-48.014091547176
890000.0;7007.0;3;2;2;127.0;-15.83780499447;-48.012715023017
2500000.0;10548.0;4;4;4;237.0;-15.84067;-48.02206
1580000.0;8229.0;4;2;2;192.0;-15.840054990649;-48.022309997129
720000.0;7826.0;3;2;2;92.0;-15.831820001282;-48.034634999016
775000.0;8516.0;1;2;2;91.0;-15.84067;-48.02206
600000.0;10000.0;2;1;1;60.0;-15.834840000996;-48.01474998147
170000.0;3269.0;2;0;0;52.0;-15.858691107681;-48.035923123337
1250000.0;8012.0;4;3;3;156.0;-15.837020008283;-48.016994990416
200000.0;6896.0;1;0;0;29.0;-15.870262327677;-48.029785185951
615000.0;6684.0;3;2;2;92.0;-15.836122270133;-48.040183520072
420000.0;9333.0;1;1;1;45.0;-15.831060379564;-48.012730940109
750000.0;9493.0;3;2;2;79.0;-15.839758276622;-48.03437398531
485000.0;8362.0;2;1;1;58.0;-15.84067;-48.02206
900000.0;8737.0;3;2;2;103.0;-15.84067;-48.02206
440000.0;7857.0;2;1;1;56.0;-15.856242347312;-48.036267852923
359000.0;6648.0;2;1;1;54.0;-15.84239;-48.04411
540000.0;9310.0;1;1;1;58.0;-15.84067;-48.02206
285000.0;8636.0;1;1;1;33.0;-15.84067;-48.02206
320000.0;10322.0;2;1;1;31.0;-15.838685071444;-48.028773031088
370000.0;6166.0;2;1;1;60.0;-15.830234983391;-48.01624497772
580000.0;7945.0;3;2;2;73.0;-15.84067;-48.02206
600000.0;9090.0;2;1;1;66.0;-15.84060973365;-48.027706587243
860000.0;10361.0;3;2;2;83.0;-15.836122270133;-48.040183520072
400000.0;7272.0;2;1;1;55.0;-15.841920228821;-48.029991698267
1150000.0;942622.0;3;2;2;1.0;-15.84067;-48.02206
560000.0;7466.0;2;1;1;75.0;-15.838229020206;-48.020574407655
875000.0;8495.0;3;2;2;103.0;-15.84067;-48.02206
249000.0;6384.0;1;1;1;39.0;-15.835360014269;-48.047945000254
1900000.0;8771.0;4;4;4;216.0;-15.84067;-48.02206
1835000.0;8951.0;4;3;3;205.0;-15.84067;-48.02206
530000.0;7910.0;2;1;1;67.0;-15.83514;-48.01797
850000.0;9340.0;3;2;2;91.0;-15.829135005283;-48.030129977516
260000.0;4406.0;3;2;2;59.0;-15.85799125881;-48.030039307702
875000.0;8254.0;3;2;2;106.0;-15.837664995733;-48.031239992953
620000.0;9687.0;2;1;1;64.0;-15.84067;-48.02206
1700000.0;8374.0;4;3;3;203.0;-15.838701645321;-48.036807093913
390000.0;7500.0;2;0;0;52.0;-15.836631976279;-48.042906345641
649000.0;8770.0;2;1;1;74.0;-15.84067;-48.02206
1685000.0;9258.0;4;4;4;182.0;-15.84060973365;-48.027706587243
820000.0;6507.0;2;2;2;126.0;-15.833969561015;-48.036708072058
870000.0;7909.0;3;3;3;110.0;-15.830976955297;-48.011021404263
450000.0;7627.0;2;1;1;59.0;-15.84067;-48.02206
720000.0;7200.0;3;2;2;100.0;-15.84060973365;-48.027706587243
1990000.0;10756.0;4;3;3;185.0;-15.838701645321;-48.036807093913
1590000.0;8594.0;3;2;2;185.0;-15.837020008283;-48.016994990416
530000.0;6973.0;1;2;2;76.0;-15.838328619067;-48.037296854433
285000.0;6951.0;1;1;1;41.0;-15.84067;-48.02206
998312.0;9884.0;3;2;2;101.0;-15.836918381182;-48.039159954942
699000.0;5825.0;3;2;2;120.0;-15.831075851288;-48.015214627468
850000.0;6692.0;3;2;2;127.0;-15.837020008283;-48.016994990416
720000.0;9113.0;3;2;2;79.0;-15.834902512606;-48.019895881256
340000.0;10625.0;1;1;1;32.0;-15.838701645321;-48.036807093913
190000.0;6551.0;1;0;0;29.0;-15.866004238102;-48.03272974753
380000.0;7037.0;2;0;0;54.0;-15.84067;-48.02206
125000.0;3125.0;1;0;0;40.0;-15.84067;-48.02206
660000.0;10153.0;2;1;1;65.0;-15.84067;-48.02206
955000.0;8681.0;3;2;2;110.0;-15.831075851288;-48.015214627468
1100000.0;10185.0;3;2;2;108.0;-15.836631976279;-48.042906345641
1990000.0;8652.0;3;2;2;230.0;-15.840054990649;-48.022309997129
810000.0;7941.0;3;2;2;102.0;-15.83205;-48.01672
895000.0;8211.0;3;2;2;109.0;-15.839758276622;-48.03437398531
890000.0;7007.0;3;2;2;127.0;-15.837020008283;-48.016994990416
820000.0;9879.0;3;2;2;83.0;-15.84067;-48.02206
350000.0;9081.0;1;0;0;38.0;-15.84067;-48.02206
357000.0;8500.0;1;0;0;42.0;-15.84067;-48.02206
315000.0;9545.0;1;0;0;33.0;-15.836122270133;-48.040183520072
955000.0;10730.0;3;2;2;89.0;-15.841920228821;-48.029991698267
1200000.0;9836.0;3;3;3;122.0;-15.836918381182;-48.039159954942
700000.0;7142.0;3;2;2;98.0;-15.838380765547;-48.011476184693
799000.0;8684.0;3;2;2;92.0;-15.84067;-48.02206
560000.0;7567.0;3;2;2;74.0;-15.84067;-48.02206
814900.0;8577.0;3;2;2;95.0;-15.837664995733;-48.031239992953
1280000.0;9014.0;4;2;2;142.0;-15.84067;-48.02206
1050000.0;10096.0;3;2;2;104.0;-15.83939895395;-48.014465370993
2500000.0;8650.0;4;3;3;289.0;-15.84067;-48.02206
1650000.0;8870.0;4;2;2;186.0;-15.839758276622;-48.03437398531
930000.0;7560.0;3;2;2;123.0;-15.841842667042;-48.021175574139
613550.0;9157.0;2;1;1;67.0;-15.831239551113;-48.017873882211
1620000.0;8901.0;4;4;4;182.0;-15.83263347211;-48.014091547176
279900.0;9207.0;1;1;1;30.0;-15.84067;-48.02206
1120000.0;8000.0;3;2;2;140.0;-15.83455;-48.03885
240000.0;6666.0;1;1;1;36.0;-15.844959835383;-48.027943339188
320000.0;9696.0;1;0;0;33.0;-15.835195016505;-48.015859996907
615000.0;7899.0;3;2;2;77.0;-15.838229020206;-48.020574407655
310000.0;8857.0;1;0;0;35.0;-15.84067;-48.02206
614700.0;9604.0;2;1;1;64.0;-15.84059;-48.03887
595000.0;7727.0;2;1;1;77.0;-15.84060973365;-48.027706587243
2220000.0;10909.0;4;4;4;203.0;-15.84067;-48.02206
1000000.0;8000.0;2;2;2;125.0;-15.84067;-48.02206
260000.0;6190.0;1;0;0;42.0;-15.854224996108;-48.034450010413
1070000.0;8699.0;2;1;1;123.0;-15.83673500262;-48.032885025271
790000.0;8586.0;3;2;2;92.0;-15.831820001282;-48.034634999016
870000.0;9062.0;3;3;3;96.0;-15.843075011318;-48.028464996269
769000.0;11144.0;2;1;1;69.0;-15.84067;-48.02206
1740000.0;10807.0;4;2;2;161.0;-15.836665013729;-48.014330006211
470000.0;8703.0;1;1;1;54.0;-15.84067;-48.02206
1425000.0;9827.0;4;3;3;145.0;-15.84060973365;-48.027706587243
450000.0;8558.0;2;1;1;52.0;-15.836918381182;-48.039159954942
580000.0;9666.0;2;1;1;60.0;-15.84067;-48.02206
